,楼盘名称,经度,纬度,总价,单价,待售,期房在售,售罄,现房在售,尾盘,其他,刚需房,学校,改善房,品牌开发商,大型社区,轨交房,大型超市,公寓,商场,公园,投资地产,婚房,低密度,公交枢纽,低总价,住宅,别墅_属性,商住,店铺,购物中心,商业街,其他,南关,朝阳,净月,绿园,二道,高新,经开,宽城,汽开,长春周边,高层,花园洋房,别墅_建筑类型,多层,产权年限,容积率,绿化率,居住人数,在建中,已竣工,已封顶,规划中,物业费,车位数,车位比,1室,2室,3室,4室,5室,6室,7室,别墅_户型,商户,开盘年份,开盘月份,开盘日,交盘年份,交盘月份,交盘日,站点数目,平均距离,平均线路数目,平均打分,平均轨道数目
232,欢乐颂,125.313642,43.898338,3530588.635,6800,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,69.99704376,1.600297689,0.519196785,1520,0,0,1,0,0.267244689,584,0.333,0,0,0,0,0,0,0,0,4,2017,4,15,2018,6,30,12,1917.5,12.25,12.25,0
234,保利林语,125.299505,43.813567,3500000,13000,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,69.99999038,1.602669804,0.336811039,1000,0,1,0,0,1,774.8657578,0,0,0,0,0,0,0,0,3,0,2016,7,23,2017,7,30,12,1930.833333,2.916666667,2.916666667,0
236,新星宇之郡,125.411299,43.884402,1461462.888,11364.46673,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,69.9995778,1.600159138,0.308686799,809,0,1,0,0,1,371,0,0,4,4,1,0,0,0,0,0,2016,6,11,2016,10,31,12,1969.333333,11,11,0
238,新星宇之郡,125.411299,43.884402,1461462.888,11620.83853,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,69.9995778,1.600159138,0.308686799,809,0,1,0,0,1,371,0,0,4,4,1,0,0,0,0,0,2016,6,11,2016,10,31,12,1969.333333,11,11,0
240,英伦小镇,125.307352,43.962242,2061313.402,6700,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,70.00000152,1.6004728,0.423927547,2856,0,0,1,0,0,2000,0,2,16,4,0,0,0,0,0,0,2017,8,25,2018,12,31,13,1760.692308,3,3.153846154,0.153846154
241,中国铁建国际花园,125.217831,43.836519,3904360.962,6800,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,70.00000243,1.599862396,0.389825844,1128,0,1,0,0,0,1100,1,2,1,1,0,0,0,0,0,0,2017,12,13,2016,10,24,12,1829.083333,5.416666667,5.416666667,0
242,新发翡翠花溪,125.245061,43.822826,4188520.198,6400,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,70.00000425,1.600102858,0.522750801,1538,0,1,0,0,3.57E-06,1506,0,0,0,0,0,0,0,0,0,3,2014,5,17,2015,1,31,12,1327,1.5,1.5,0
243,君地天城,125.196797,43.839097,3666217.958,7200,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,69.99999378,1.600020875,0.375231211,3651,1,0,0,0,0,400,0,0,2,3,3,0,0,0,0,0,2017,12,1,2017.925773,10.4529855,27.96865268,12,1737.333333,4.416666667,4.416666667,0
244,益田硅谷新城,125.313642,43.898338,3899989.008,7600,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,69.99988862,1.600095672,0.307609028,780,0,1,0,0,0.166667695,467,1.00000788,0,0,0,0,0,0,0,0,2,2014,8,17,2015.000075,5.000121468,29.99986958,12,1695.25,1.25,1.25,0
245,益田硅谷新城,125.313642,43.898338,3899989.008,7600,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,69.99988862,1.600095672,0.307609028,780,0,1,0,0,0.166667695,467,1.00000788,0,0,0,0,0,0,0,0,2,2014,8,17,2015,5,30,12,1695.25,1.25,1.25,0
246,益田硅谷新城,125.313642,43.898338,3899989.008,7600,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,69.99988862,1.600095672,0.307609028,780,0,1,0,0,0.166667695,467,1.00000788,0,0,0,0,0,0,0,0,2,2014,8,17,2015.000075,5.000121468,29.99986958,12,1695.25,1.25,1.25,0
247,益田硅谷新城,125.313642,43.898338,3899989.008,7600,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,69.99988862,1.600095672,0.307609028,780,0,1,0,0,0.166667695,467,1.00000788,0,0,0,0,0,0,0,0,2,2014,8,17,2015,5,30,12,1695.25,1.25,1.25,0
248,圣海翠湖园,125.313642,43.898338,870000,9800,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,69.99839609,1.60069796,0.308781657,1400,0,1,0,0,0,740,0,2,2,3,0,0,0,0,0,0,2014,12,8,2014.999983,11.99993736,29.99997684,19,1582.947368,4.421052632,4.842105263,0.421052632
249,圣海翠湖园,125.313642,43.898338,870000,9800,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,69.99839609,1.60069796,0.308781657,1400,0,1,0,0,0,740,0,2,2,3,0,0,0,0,0,0,2014,12,8,2015,12,30,19,1582.947368,4.421052632,4.842105263,0.421052632
250,华方中央首府,125.302372,43.904625,4062754.548,11500,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,69.99966999,1.607194081,0.317062844,246,0,1,0,0,1,200,0,0,8,3,0,0,0,0,0,0,2014,12,17,2015,12,6,16,1623.625,4.5,4.8125,0.3125
251,北海丽景,125.393589,43.84692,4593728.688,11000,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,69.99960877,1.600625344,0.358317313,1362,0,1,0,0,0,865,0,0,4,2,1,0,0,0,0,0,2014,8,22,2014,8,30,20,1822.9,3.7,4.2,0.5
252,阳光水郡,125.368108,43.878089,290000,8500,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,69.99948029,1.600380441,0.384573902,725,1,0,0,0,0,318,0,3,3,0,0,0,0,0,0,0,2015,5,10,2017,6,30,16,1478.4375,6.1875,6.4375,0.25
253,天合花园,125.334442,43.93305,4179947.092,6300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,69.99988928,1.600050851,0.334860971,700,0,1,0,0,0,400,1.537955704,2,6,0,0,0,0,0,0,0,2014,5,30,2014,8,30,18,1518.777778,4.166666667,4.555555556,0.333333333
254,东安开运福里,125.264727,43.853704,280000,7300,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,69.99998942,1.600111354,0.381990882,2768,1,0,0,0,0,1080,0,2,2,1,0,0,0,0,0,0,2016,6,10,2016,6,30,16,1619.8125,6.625,7,0.375
255,益田硅谷公馆,125.313642,43.898338,4191026.98,8300,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,69.99906415,1.600451564,0.351183081,668,1,0,0,0,1,389,0,0,0,5,1,0,0,0,0,0,2016,7,17,2017,12,30,12,1710.166667,1.25,1.25,0
256,高新和園,125.313642,43.898338,3467394.506,12000,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,69.99496463,1.600224481,0.381605689,500,1,0,0,0,1,168,0.5,0,0,2,4,1,0,0,0,0,2016,11,5,2017,10,20,12,1609.916667,3,3.083333333,0.083333333
257,安联国际,125.261165,43.830731,3902880.538,21000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,69.99977398,1.600748135,0.393704158,750,0,1,0,0,5.85E-06,177,0.333,0,0,0,0,0,0,0,0,3,2015,4,26,2016,1,31,12,1591.25,3.5,3.666666667,0.166666667
258,昊源高格蓝郡,125.391757,43.89042,730000,7800,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,69.99597775,1.600383669,0.408364899,1400,0,1,0,0,1,533,0,1,4,1,0,0,0,0,0,0,2017,8,13,2014,12,30,14,1814.857143,5.857142857,6,0.142857143
259,宇都和源,125.228057,43.814572,210000,5500,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,69.99989082,1.600024665,0.486098764,1563,0,1,0,0,0,195,0,2,3,3,0,0,0,0,0,0,2013,10,31,2014,12,31,12,1664.25,2.333333333,2.333333333,0
260,大禹红墅,125.313642,43.898338,3100000,8792.499506,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,69.03706339,2.439526965,0.300000282,83.01683043,0,1,0,0,1,528.0095783,3,0,0,0,0,0,0,0,2,0,2015,9,20,2015,11,30,12,1157.083333,1.333333333,1.333333333,0
262,东城名苑,125.391036,43.911495,574177.1676,5999.758849,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,69.99781823,1.600088628,0.390650455,540,0,1,0,0,0,200,0,0,2,1,0,0,0,0,0,0,2013.969697,6.939393939,14.09090909,2014.617647,7.852941176,25.55882353,12,1423.666667,3.833333333,3.833333333,0
264,金钰蓉城,125.313642,43.898338,1124333.454,8202.333251,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,70,1.795051158,0.300006449,1756.436404,1,0,0,0,0,759.3747738,0.156249736,0,3,0,0,0,0,0,0,0,2015.489826,8.69396606,14.07600867,2017,9,30,17,1697.411765,4.294117647,4.647058824,0.352941176
266,澳海澜苑,125.231634,43.782862,220000,5000,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,69.99253653,1.600739057,0.345785771,1368,1,0,0,0,0,600,0.5,1,1,0,0,0,0,0,0,0,2015,9,12,2016,12,31,12,1322.333333,1.25,1.25,0
268,潭泽溪郡,125.450942,43.782413,1280000,8411.34889,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,69.9990166,1.946242737,0.388976852,1081.709333,0,1,0,0,1,409,1,0,0,2,0,0,0,0,0,0,2012,6,30,2013,7,30,16,1305.8125,2.375,2.625,0.25
270,远创樾府,125.226825,43.841938,3637048.695,9600,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,69.99992048,1.600037501,0.359431447,2200,0,1,0,0,0,1110,0,1,1,0,0,0,0,0,0,0,2012,5,30,2013,10,31,11,2116.454545,8.090909091,8.090909091,0
272,新星宇和顺,125.313642,43.898338,400000,5900,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,69.99623771,1.600762967,0.303065112,1761,1,0,0,0,0,951,0,0,6,0,0,0,0,0,0,0,2015,8,8,2016,7,10,18,1780,7.666666667,8.055555556,0.333333333
274,力旺弗朗明歌六期珺临组团,125.366317,43.824135,2400000,12000,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,70.00000036,3.499970458,0.315001958,1064.507963,0,1,0,0,1,370,0.8,0,1,1,0,0,0,0,0,0,2014,5,9,2015,7,30,20,1715.25,2.3,2.7,0.4
276,复地哥德堡森林三期墅香洋房,125.430887,43.824054,960000,6000,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,69.99285928,1.991937035,0.403475738,885.508698,0,1,0,0,0,453,0,0,2,0,0,0,0,0,0,0,2015,10,18,2014,4,30,18,1829.777778,4.111111111,4.444444444,0.333333333
278,益田枫露,125.313642,43.898338,2244597.069,7000,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,69.99999805,1.600314739,0.310522693,1800,0,1,0,0,1,1800,1,0,0,2,0,0,0,0,0,0,2015,3,16,2015,9,28,12,1636.833333,1.25,1.25,0
280,益田枫露,125.313642,43.898338,2244597.069,7000,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,69.99999805,1.600314739,0.310522693,1800,0,1,0,0,1,1800,1,0,0,2,0,0,0,0,0,0,2015,3,16,2015,9,28,12,1636.833333,1.25,1.25,0
282,凯利花园,125.427339,43.898463,2274040.196,6000,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,69.99988277,1.600125953,0.308042931,789,0,1,0,0,0,482,0,0,1,1,0,0,0,0,0,0,2014,5,1,2014,7,31,12,1559.75,3.416666667,3.416666667,0
284,天安第一城,125.284322,43.841381,860000,8000,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,69.99784286,1.600113026,0.371648439,428,0,1,0,0,1,181,1.496366112,0,0,1,1,0,0,0,0,0,2014,3,22,2013,9,30,18,1498.277778,3,3.388888889,0.388888889
286,天富东苑,125.442483,43.880515,600000,5700,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,70.00000597,1.613411982,0.265527339,935,1,0,0,0,1,1080.801364,0.591714738,0,3,1,0,0,0,0,0,0,2013,12,15,2016,7,30,12,939.3333333,4.083333333,4.083333333,0
288,关东古镇禧都,125.313642,43.898338,1195160.319,7536.282717,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,70.00000019,3.499957849,0.315003373,1041.000162,0,1,0,0,0.222227951,3686,0.366668089,1,1,0,0,0,0,0,0,0,2017,6,1,2015,12,31,10,1620.2,1.6,1.9,0.3
290,关东古镇禧都,125.313642,43.898338,1195160.319,7536.282717,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,70.00000019,3.499957849,0.315003373,1040.999791,0,1,0,0,0.222227506,3686,0.366668089,1,1,0,0,0,0,0,0,0,2017,6,1,2015,12,31,10,1620.2,1.6,1.9,0.3
292,关东古镇禧都,125.313642,43.898338,1195801.345,7230.088048,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,70.00000019,3.499957849,0.315003373,1041.000162,0,1,0,0,0.222227951,3686,0.366668089,1,1,0,0,0,0,0,0,0,2017,6,1,2015,12,31,10,1620.2,1.6,1.9,0.3
294,关东古镇禧都,125.313642,43.898338,1195801.345,7230.088048,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,70.00000019,3.499957849,0.315003373,1040.999791,0,1,0,0,0.222227506,3686,0.366668089,1,1,0,0,0,0,0,0,0,2017,6,1,2015,12,31,10,1620.2,1.6,1.9,0.3
296,中信净月山,125.439057,43.807922,4983025.014,17000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,64.1509434,3.192641509,0.355653659,115.0319258,0,1,0,0,2,600.0174209,0.49999325,0,0,0,0,0,0,0,0,0,2010,9,25,2012,7,31,16,1382.75,2.4375,2.75,0.3125
297,金寓春城,125.337803,43.93997,4170622.762,13780,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,69.999955,2.470006761,0.333050542,1903.789474,0,1,0,0,0,876.2631579,0.359631579,0,0,0,0,0,0,0,0,0,2014,12,30,2014,12,30,15,1372,3.666666667,3.866666667,0.2
299,新星宇塞纳,125.313642,43.898338,4035446.147,9700,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,69.9937947,1.600437131,0.335114205,1136,1,0,0,0,0,608,0,1,8,1,0,0,0,0,0,0,2018,2,7,2018,10,31,11,1554.363636,2.454545455,2.454545455,0
300,良品柏宏爱琴湾,125.442915,43.892866,2863039.184,7100,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,69.99874256,1.60005282,0.349119392,1740,1,0,0,0,0,533,0,4,7,4,0,0,0,0,0,0,2017,10,16,2016.293932,9.839051408,27.95833323,12,1499.416667,3.916666667,3.916666667,0
301,万豪国际,125.432029,43.8852,2970331.715,7500,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,69.99999584,1.600267884,0.610498992,1500,0,1,0,0,0.166667368,1500,1,0,0,0,0,0,0,0,0,3,2014,5,10,2015,10,30,12,745.25,4.083333333,4.083333333,0
302,高新慧园,125.313642,43.898338,1047618.324,9195.021782,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,69.99972074,1.600619401,0.319186597,595,1,0,0,0,0.221131441,642,0,1,3,3,6,2,1,0,0,0,2016.587395,6.549472022,10.90153625,2016.257803,10.36153308,29.45502057,12,1300.333333,1.25,1.25,0
303,益和国际城,125.301383,43.989569,3949072.228,7900,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,69.99999664,1.600070115,0.507261592,1560,1,0,0,0,0,1800,0,3,20,3,0,0,0,0,0,0,2017,11,22,2018,6,30,11,1648.454545,2.636363636,2.636363636,0
304,新星宇左邻,125.313642,43.898338,970000,7000,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,69.99997824,1.600020765,0.330002429,3599,0,1,0,0,1,968,0,0,2,4,0,0,0,0,0,0,2015,4,25,2016,6,30,21,1899.809524,3.857142857,4.380952381,0.476190476
305,环球贸易中心,125.385717,43.819145,4237414.84,11500,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,69.9990974,3.50002862,0.314999575,1442.977284,0,1,0,0,1,1000,0.549985248,0,0,0,0,0,0,0,0,0,2014,5,20,2015,10,31,20,1801.3,3.1,3.5,0.4
306,嘉惠红山郡,125.394947,43.855147,4167598.351,8736,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.947368421,0.052631579,0,0.473684211,69.99998889,2.050001628,0.319533464,1489,0,1,0,0,0,782.2631579,0.307,0,0,0,0,0,0,0,0,0,2014.615312,8.30768424,18.61538744,2015.684211,10.05263158,25.05263158,20,1967.9,5.9,6.4,0.5
307,一品红城红成大厦,125.289835,43.86518,4244789.102,17000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.947368421,0.052631579,0,0.473684211,69.99998889,2.050001628,0.319533464,1489,0,1,0,0,0,782.2631579,0.307,0,0,0,0,0,0,0,0,0,2014,10,18,2014,6,30,18,1738.111111,5.611111111,5.944444444,0.333333333
308,新星宇36号公馆,125.231587,43.817627,3514945.898,5400,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.947368421,0.052631579,0,0.473684211,69.99998889,2.050001628,0.319533464,1489,0,1,0,0,0,782.2631579,0.307,0,0,0,0,0,0,0,0,0,2013,6,22,2013,10,31,12,1743.166667,2.333333333,2.333333333,0
309,蓝天SOHO,125.349475,43.909693,3658326.986,5600,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,69.99986301,2.439483367,0.387761391,1236.246683,0,1,0,0,0,40,0.050008499,0,0,0,0,0,0,0,0,0,2013,6,9,2013,10,1,18,1726,10.38888889,10.83333333,0.388888889
310,东方之珠龙翔苑,125.214029,43.823666,3510063.657,5200,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.947368421,0.052631579,0,0.473684211,69.99998889,2.050001628,0.319533464,1489,0,1,0,0,0,782.2631579,0.307,0,0,0,0,0,0,0,0,0,2013,11,17,2013,12,31,12,1337.75,3.416666667,3.416666667,0
